text,term,polarity
"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,love
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,disappointed
The sake menu should not be overlooked!,sake menu,approval
the drinks are amazing and half off till 8pm.,drinks,joy
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,love
"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,joy
"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,joy
"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,joy
"We were seated promptly as we had reservations, however after that the service was slow.",reservations,approval
"We were seated promptly as we had reservations, however after that the service was slow.",service,disappointed
"It's really also the service, is good and the waiters are friendly.",service,approval
"It's really also the service, is good and the waiters are friendly.",waiters,approval
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,disappointed
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,disappointed
"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,approval
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,approval
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,love
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,love
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,joy
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral
All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,joy
The food here does a great service to the name (Cantonese that is...).,food,approval
The food here does a great service to the name (Cantonese that is...).,Cantonese,approval
"But, nothing stands out about the cooking.",cooking,neutral
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,approval
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,approval
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,approval
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,approval
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quality,approval
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,angry
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,angry
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,love
Too bad the food wasn't of the same heritage.,food,disgust
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,approval
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,disappointed
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",server,disappointed
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",specials,neutral
